time, robotX, robotY, robotHeading, vl, vr, gyroHeading, camX, camZ, camFX, camFY, xEst, yEst, headingEst, X Error, Y Error, Theta Error, 
3.500000, 40.000000, 80.000000, 3.141593, 79.709057, 81.868447, 3.137312, -80.602709, 78.007009, 0.000000, 0.000000, 48.974825, 117.631973, 3.120195, 9.492858, 37.849873, -0.021956, 
3.520000, 38.400000, 80.000000, 3.141593, 83.049575, 79.396953, 3.119174, -80.602709, 78.007009, 0.000000, 0.000000, 47.868784, 117.885536, 3.116158, 10.011651, 38.112532, -0.027290, 
3.540000, 36.800000, 80.000000, 3.141593, 79.355184, 80.660785, 3.112492, -80.602709, 78.007009, 0.000000, 0.000000, 46.812087, 118.156196, 3.115546, 10.571929, 38.393298, -0.028478, 
3.560000, 35.200000, 80.000000, 3.141593, 79.506136, 84.008772, 3.172637, -80.602709, 78.007009, 0.000000, 0.000000, 45.737443, 118.439857, 3.117403, 11.100755, 38.688065, -0.021483, 
3.580000, 33.600000, 80.000000, 3.141593, 83.473174, 81.774796, 3.119212, -80.602709, 78.007009, 0.000000, 0.000000, 44.648657, 118.723562, 3.118492, 11.633601, 38.983061, -0.025263, 
3.600000, 32.000000, 80.000000, 3.141593, 80.498638, 77.897916, 3.154188, -80.602709, 78.007009, 0.000000, 0.000000, 43.650141, 119.023073, 3.113852, 12.250726, 39.294404, -0.026428, 
3.620000, 30.400000, 80.000000, 3.141593, 79.379325, 77.679262, 3.146278, -80.602709, 78.007009, 0.000000, 0.000000, 42.680688, 119.335907, 3.113545, 12.896103, 39.619640, -0.027442, 
3.640000, 28.800000, 80.000000, 3.141593, 79.986172, 75.093043, 3.137560, -80.602709, 78.007009, 0.000000, 0.000000, 41.745895, 119.662192, 3.109490, 13.581331, 39.958901, -0.031950, 
3.660000, 27.200000, 80.000000, 3.141593, 79.615003, 80.494162, 3.129179, -80.602709, 78.007009, 0.000000, 0.000000, 40.781057, 120.010048, 3.110480, 14.229359, 40.320759, -0.031817, 
3.680000, 25.600000, 80.000000, 3.141593, 83.154577, 78.107710, 3.134897, -80.602709, 78.007009, 0.000000, 0.000000, 39.817553, 120.372059, 3.104969, 14.886496, 40.697598, -0.036382, 
3.700000, 24.000000, 80.000000, 3.141593, 79.234041, 81.338381, 3.102648, -80.602709, 78.007009, 0.000000, 0.000000, 38.881834, 120.756004, 3.107215, 15.564763, 41.097074, -0.037209, 
3.720000, 22.400000, 80.000000, 3.141593, 82.051404, 80.758622, 3.127244, -80.602709, 78.007009, 0.000000, 0.000000, 37.937790, 121.157640, 3.103152, 16.236100, 41.515119, -0.038786, 
3.740000, 20.800000, 80.000000, 3.141593, 79.317275, 81.991496, 3.070829, -80.602709, 78.007009, 0.000000, 0.000000, 37.024226, 121.577670, 3.105353, 16.939757, 41.952224, -0.041796, 
3.760000, 19.200000, 80.000000, 3.141593, 78.974693, 79.961308, 3.168611, -80.602709, 78.007009, 0.000000, 0.000000, 36.151785, 122.018633, 3.100736, 17.671572, 42.410441, -0.037412, 
3.780000, 17.600000, 80.000000, 3.141593, 78.758131, 76.057006, 3.164720, -80.602709, 78.007009, 0.000000, 0.000000, 35.324504, 122.468347, 3.101608, 18.454175, 42.877539, -0.037000, 
3.800000, 16.000000, 80.000000, 3.141593, 83.080546, 82.515546, 3.195339, -80.602709, 78.007009, 0.000000, 0.000000, 34.399348, 122.938795, 3.104055, 19.133185, 43.366455, -0.032085, 
3.820000, 14.400000, 80.000000, 3.141593, 80.812343, 82.113191, 3.180699, -80.602709, 78.007009, 0.000000, 0.000000, 33.504768, 123.418720, 3.110747, 19.842242, 43.864750, -0.027285, 
3.840000, 12.800000, 80.000000, 3.141593, 79.907030, 76.843538, 3.109730, -80.602709, 78.007009, 0.000000, 0.000000, 32.675320, 123.907514, 3.111390, 20.632474, 44.372633, -0.032984, 
3.860000, 11.200000, 80.000000, 3.141593, 80.267769, 77.771992, 3.150391, -80.602709, 78.007009, 0.000000, 0.000000, 31.852936, 124.424752, 3.106231, 21.422279, 44.909539, -0.034148, 
3.880000, 9.600000, 80.000000, 3.141593, 81.869546, 81.725742, 3.162718, -80.602709, 78.007009, 0.000000, 0.000000, 30.987280, 124.965392, 3.107308, 22.164315, 45.470697, -0.032107, 
3.900000, 8.000000, 80.000000, 3.141593, 79.846879, 74.880580, 3.162247, -80.602709, 78.007009, 0.000000, 0.000000, 30.217838, 125.520367, 3.104756, 23.008107, 46.046160, -0.034517, 
3.920000, 6.400000, 80.000000, 3.141593, 78.147000, 77.949774, 3.129268, -80.602709, 78.007009, 0.000000, 0.000000, 29.448069, 126.100029, 3.106888, 23.849262, 46.646959, -0.035493, 
3.940000, 4.800000, 80.000000, 3.141593, 85.599511, 78.635496, 3.139529, -80.602709, 78.007009, 0.000000, 0.000000, 28.607947, 126.705239, 3.099467, 24.629524, 47.275531, -0.041411, 
3.960000, 3.200000, 80.000000, 3.141593, 76.890347, 79.556230, 3.142793, -80.602709, 78.007009, 0.000000, 0.000000, 27.866399, 127.340298, 3.102721, 25.491651, 47.932902, -0.038188, 
3.980000, 1.600000, 80.000000, 3.141593, 83.614043, 81.614361, 3.099379, -80.602709, 78.007009, 0.000000, 0.000000, 27.040571, 127.995984, 3.101500, 26.284459, 48.613373, -0.043156, 
4.000000, 0.000000, 80.000000, 3.141593, 82.762794, 80.371748, 3.120139, -83.593689, 1.867301, 1.867301, 83.593689, 26.254632, 128.683754, 3.096159, 26.170189, 49.389282, -0.045652, 
4.020000, 0.000000, 80.000000, 3.204425, -33.257683, 34.422901, 3.187304, -73.236233, 8.639234, 13.220727, 73.634180, 26.158549, 129.389813, 3.160398, 26.083787, 50.224515, -0.044305, 
4.040000, 0.000000, 80.000000, 3.267256, -31.169885, 33.741857, 3.267784, -73.236233, 8.639234, 0.000000, 0.000000, 26.058072, 130.224039, 3.221940, 25.880474, 51.040010, -0.043867, 
4.060000, 0.000000, 80.000000, 3.330088, -31.795892, 32.998857, 3.320314, -73.236233, 8.639234, 0.000000, 0.000000, 25.868485, 131.039027, 3.285099, 25.591149, 51.829582, -0.044188, 
4.080000, 0.000000, 80.000000, 3.392920, -34.604427, 32.977466, 3.440983, -73.236233, 8.639234, 0.000000, 0.000000, 25.607249, 131.831921, 3.350264, 25.220895, 52.586618, -0.037518, 
4.100000, 0.000000, 80.000000, 3.455752, -28.797935, 33.609556, 3.467883, -73.236233, 8.639234, 0.000000, 0.000000, 25.173874, 132.576409, 3.414838, 24.695247, 53.294651, -0.038470, 
4.120000, 0.000000, 80.000000, 3.518584, -33.480509, 32.572411, 3.534289, -73.236233, 8.639234, 0.000000, 0.000000, 24.703985, 133.297123, 3.480189, 24.130195, 53.970599, -0.035699, 
4.140000, 0.000000, 80.000000, 3.581416, -35.459316, 32.135655, 3.536911, -73.236233, 8.639234, 0.000000, 0.000000, 24.161515, 133.981723, 3.547261, 23.501087, 54.607517, -0.035781, 
4.160000, 0.000000, 80.000000, 3.644247, -34.319971, 32.923155, 3.677813, -73.236233, 8.639234, 0.000000, 0.000000, 23.513930, 134.613008, 3.609675, 22.764688, 55.182503, -0.030639, 
4.180000, 0.000000, 80.000000, 3.707079, -31.341376, 33.308296, 3.674923, -73.236233, 8.639234, 0.000000, 0.000000, 22.747169, 135.173560, 3.675180, 21.925175, 55.689609, -0.032441, 
4.200000, 0.000000, 80.000000, 3.769911, -34.221264, 32.755431, 3.780547, -73.236233, 8.639234, 0.000000, 0.000000, 21.937799, 135.697057, 3.738426, 21.040565, 56.149578, -0.029081, 
4.220000, 0.000000, 80.000000, 3.832743, -33.305305, 31.845622, 3.794024, -73.236233, 8.639234, 0.000000, 0.000000, 21.052618, 136.157811, 3.802879, 20.092090, 56.548158, -0.030585, 
4.240000, 0.000000, 80.000000, 3.895575, -33.083597, 31.847668, 3.882848, -73.236233, 8.639234, 0.000000, 0.000000, 20.101850, 136.555741, 3.863997, 19.080823, 56.878625, -0.030471, 
4.260000, 0.000000, 80.000000, 3.958407, -32.651363, 34.422332, 3.955925, -73.236233, 8.639234, 0.000000, 0.000000, 19.067550, 136.866901, 3.928984, 17.988680, 57.117067, -0.027637, 
4.280000, 0.000000, 80.000000, 4.021239, -34.731224, 31.234202, 4.002203, -73.236233, 8.639234, 0.000000, 0.000000, 18.013314, 137.141888, 3.993594, 16.883635, 57.317245, -0.026910, 
4.300000, 0.000000, 80.000000, 4.084070, -36.911876, 33.635433, 4.055258, -73.236233, 8.639234, 0.000000, 0.000000, 16.905192, 137.341919, 4.061517, 15.726508, 57.435512, -0.022676, 
4.320000, 0.000000, 80.000000, 4.146902, -33.117169, 35.074079, 4.071807, -73.236233, 8.639234, 0.000000, 0.000000, 15.714649, 137.419945, 4.126339, 14.498854, 57.438943, -0.023494, 
4.340000, 0.000000, 80.000000, 4.209734, -34.534165, 34.671582, 4.127228, -73.236233, 8.639234, 0.000000, 0.000000, 14.498091, 137.437800, 4.189319, 13.249318, 57.379318, -0.023762, 
4.360000, 0.000000, 80.000000, 4.272566, -32.689971, 31.929759, 4.292188, -73.236233, 8.639234, 0.000000, 0.000000, 13.253137, 137.385891, 4.247514, 11.974982, 57.245248, -0.021896, 
4.380000, 0.000000, 80.000000, 4.335398, -32.397874, 34.144816, 4.373676, -73.236233, 8.639234, 0.000000, 0.000000, 11.967199, 137.229608, 4.314044, 10.663741, 57.003444, -0.017180, 
4.400000, 0.000000, 80.000000, 4.398230, -33.386866, 32.261309, 4.376129, -73.236233, 8.639234, 0.000000, 0.000000, 10.668063, 137.013836, 4.380739, 9.347584, 56.707177, -0.017141, 
4.420000, 0.000000, 80.000000, 4.461062, -33.348453, 30.502805, 4.466718, -73.236233, 8.639234, 0.000000, 0.000000, 9.356840, 136.734086, 4.441899, 8.023991, 56.346222, -0.017101, 
4.440000, 0.000000, 80.000000, 4.523893, -35.273705, 34.371453, 4.547692, -73.236233, 8.639234, 0.000000, 0.000000, 8.026383, 136.354921, 4.510289, 6.683898, 55.877831, -0.010721, 
4.460000, 0.000000, 80.000000, 4.586725, -32.904865, 31.814913, 4.537219, -73.236233, 8.639234, 0.000000, 0.000000, 6.686055, 135.888515, 4.574811, 5.343039, 55.336756, -0.013389, 
4.480000, 0.000000, 80.000000, 4.649557, -32.086624, 34.861700, 4.687206, -73.236233, 8.639234, 0.000000, 0.000000, 5.339193, 135.309273, 4.637097, 3.998574, 54.674937, -0.008799, 
4.500000, 0.000000, 80.000000, 4.712389, -33.084537, 35.037216, 4.716756, -73.236233, 8.639234, 0.000000, 0.000000, 3.997176, 134.655460, 4.705636, 2.664326, 53.941443, -0.005494, 
4.520000, 0.000000, 78.400000, 4.712389, 79.507905, 84.355981, 4.718275, -73.236233, 8.639234, 0.000000, 0.000000, 2.655323, 132.302829, 4.711512, 1.371446, 53.283518, -0.001032, 
4.540000, 0.000000, 76.800000, 4.712389, 80.485690, 82.139027, 4.722971, -73.236233, 8.639234, 0.000000, 0.000000, 1.369768, 130.057272, 4.712932, 0.128727, 52.731649, -0.000506, 
4.560000, 0.000000, 75.200000, 4.712389, 79.075429, 82.880465, 4.681632, -73.236233, 8.639234, 0.000000, 0.000000, 0.127907, 127.912090, 4.715507, -1.076290, 52.277037, -0.002095, 
4.580000, 0.000000, 73.600000, 4.712389, 80.236851, 77.390321, 4.718196, -73.236233, 8.639234, 0.000000, 0.000000, -1.079592, 125.900768, 4.707583, -2.252303, 51.954743, -0.007811, 
4.600000, 0.000000, 72.000000, 4.712389, 79.311145, 76.647518, 4.688278, -73.236233, 8.639234, 0.000000, 0.000000, -2.264484, 123.995203, 4.702042, -3.410498, 51.735900, -0.016069, 
4.620000, 0.000000, 70.400000, 4.712389, 79.286102, 79.928891, 4.715569, -73.236233, 8.639234, 0.000000, 0.000000, -3.436082, 122.143956, 4.696932, -4.561161, 51.561842, -0.019509, 
4.640000, 0.000000, 68.800000, 4.712389, 80.339333, 78.000240, 4.697235, -73.236233, 8.639234, 0.000000, 0.000000, -4.592050, 120.378747, 4.690652, -5.699734, 51.474914, -0.027461, 
4.660000, 0.000000, 67.200000, 4.712389, 80.408781, 79.767553, 4.729396, -73.236233, 8.639234, 0.000000, 0.000000, -5.743714, 118.673755, 4.684317, -6.839147, 51.439890, -0.031336, 
4.680000, 0.000000, 65.600000, 4.712389, 78.474726, 81.687773, 4.714394, -73.236233, 8.639234, 0.000000, 0.000000, -6.889327, 117.039052, 4.684113, -7.976879, 51.469221, -0.033303, 
4.700000, 0.000000, 64.000000, 4.712389, 82.801904, 81.794677, 4.726022, -73.236233, 8.639234, 0.000000, 0.000000, -8.031684, 115.424168, 4.678127, -9.114424, 51.519936, -0.038335, 
4.720000, 0.000000, 62.400000, 4.712389, 78.466715, 77.827426, 4.747443, -73.236233, 8.639234, 0.000000, 0.000000, -9.174325, 113.958142, 4.673445, -10.255556, 51.711116, -0.041216, 
4.740000, 0.000000, 60.800000, 4.712389, 77.587067, 78.729001, 4.710700, -73.236233, 8.639234, 0.000000, 0.000000, -10.319965, 112.549283, 4.672260, -11.402031, 51.958248, -0.045753, 
4.760000, 0.000000, 59.200000, 4.712389, 81.894283, 76.334509, 4.709191, -73.236233, 8.639234, 0.000000, 0.000000, -11.474401, 111.177616, 4.661341, -12.558260, 52.246204, -0.056172, 
4.780000, 0.000000, 57.600000, 4.712389, 84.840150, 82.163240, 4.660347, -73.236233, 8.639234, 0.000000, 0.000000, -12.652019, 109.778804, 4.653668, -13.740455, 52.507329, -0.067676, 
4.800000, 0.000000, 56.000000, 4.712389, 80.443576, 81.733904, 4.693049, -73.236233, 8.639234, 0.000000, 0.000000, -13.850128, 108.489267, 4.645941, -14.946889, 52.866819, -0.072136, 
4.820000, 0.000000, 54.400000, 4.712389, 82.074117, 82.485767, 4.738529, -73.236233, 8.639234, 0.000000, 0.000000, -15.065493, 107.225499, 4.640645, -16.173948, 53.247140, -0.073201, 
4.840000, -0.000000, 52.800000, 4.712389, 80.902182, 77.724177, 4.704980, -73.236233, 8.639234, 0.000000, 0.000000, -16.289960, 106.065125, 4.636162, -17.408751, 53.732053, -0.080343, 
4.860000, -0.000000, 51.200000, 4.712389, 79.176649, 78.681297, 4.677167, -73.236233, 8.639234, 0.000000, 0.000000, -17.535443, 104.958566, 4.631574, -18.665787, 54.267745, -0.087050, 
4.880000, -0.000000, 49.600000, 4.712389, 80.867727, 81.685781, 4.719817, -73.236233, 8.639234, 0.000000, 0.000000, -18.807111, 103.848365, 4.626118, -19.952961, 54.794488, -0.088379, 
4.900000, -0.000000, 48.000000, 4.712389, 77.762159, 81.757752, 4.721853, -73.236233, 8.639234, 0.000000, 0.000000, -20.093759, 102.805515, 4.627815, -21.256969, 55.383696, -0.086712, 
4.920000, -0.000000, 46.400000, 4.712389, 76.743316, 76.874814, 4.671157, -73.236233, 8.639234, 0.000000, 0.000000, -21.390007, 101.853286, 4.625802, -22.566895, 56.065745, -0.092992, 
4.940000, -0.000000, 44.800000, 4.712389, 80.570997, 77.749524, 4.726735, -73.236233, 8.639234, 0.000000, 0.000000, -22.713908, 100.889381, 4.616710, -23.907021, 56.733186, -0.096431, 
4.960000, -0.000000, 43.200000, 4.712389, 78.381777, 79.552774, 4.690476, -73.236233, 8.639234, 0.000000, 0.000000, -24.059083, 99.961178, 4.617073, -25.269045, 57.433887, -0.099254, 
4.980000, -0.000000, 41.600000, 4.712389, 79.064769, 80.129132, 4.705279, -73.236233, 8.639234, 0.000000, 0.000000, -25.426792, 99.049783, 4.614149, -26.654889, 58.148930, -0.100606, 
5.000000, -0.000000, 40.000000, 4.712389, 80.968503, 79.389297, 4.716044, -73.236233, 8.639234, 0.000000, 0.000000, -26.815946, 98.153460, 4.610279, -28.061925, 58.878025, -0.103154, 
5.020000, -0.000000, 38.400000, 4.712389, 80.573153, 82.539450, 4.779745, -7.387770, 45.874363, 7.387770, 45.874363, -28.229884, 97.255569, 4.611108, -28.916477, 59.766219, -0.092599, 
5.040000, -0.000000, 36.800000, 4.712389, 81.362063, 81.652381, 4.751643, -3.544810, 32.833083, 3.544810, 32.833083, -29.067211, 96.543059, 4.620067, -29.960423, 60.867228, -0.088480, 
5.060000, -0.000000, 35.200000, 4.712389, 80.080381, 82.026861, 4.657037, -3.544810, 32.833083, 0.000000, 0.000000, -30.103668, 96.052497, 4.625763, -31.013749, 61.991556, -0.091551, 
5.080000, -0.000000, 33.600000, 4.712389, 76.324973, 77.476855, 4.681476, -3.544810, 32.833083, 0.000000, 0.000000, -31.154359, 95.659978, 4.621935, -32.081424, 63.211526, -0.092861, 
5.100000, -0.000000, 32.000000, 4.712389, 79.517726, 77.572600, 4.707328, -3.544810, 32.833083, 0.000000, 0.000000, -32.227090, 95.247391, 4.617676, -33.171108, 64.410750, -0.094449, 
5.120000, -0.000000, 30.400000, 4.712389, 82.013528, 77.891767, 4.713494, -3.544810, 32.833083, 0.000000, 0.000000, -33.321913, 94.818824, 4.614014, -34.282057, 65.593503, -0.097201, 
5.140000, -0.000000, 28.800000, 4.712389, 78.055920, 80.477077, 4.661898, -3.544810, 32.833083, 0.000000, 0.000000, -34.435910, 94.415656, 4.617494, -35.412751, 66.800070, -0.098476, 
5.160000, -0.000000, 27.200000, 4.712389, 80.658886, 78.707931, 4.701143, -3.544810, 32.833083, 0.000000, 0.000000, -35.569436, 94.014123, 4.612055, -36.562503, 68.007400, -0.099965, 
5.180000, -0.000000, 25.600000, 4.712389, 81.328721, 81.020712, 4.717440, -3.544810, 32.833083, 0.000000, 0.000000, -36.724526, 93.592011, 4.612130, -37.736198, 69.192617, -0.098430, 
5.200000, -0.000000, 24.000000, 4.712389, 80.651434, 80.361679, 4.808674, -3.544810, 32.833083, 0.000000, 0.000000, -37.894427, 93.190280, 4.613683, -38.931043, 70.395638, -0.089048, 
5.220000, -0.000000, 22.400000, 4.712389, 83.930733, 77.469573, 4.691175, -3.544810, 32.833083, 0.000000, 0.000000, -39.074578, 92.788030, 4.617187, -40.121436, 71.600362, -0.096008, 
5.240000, -0.000000, 20.800000, 4.712389, 81.361300, 80.196471, 4.706903, -3.544810, 32.833083, 0.000000, 0.000000, -40.276307, 92.392225, 4.615271, -41.338690, 72.809459, -0.096325, 
5.260000, -0.000000, 19.200000, 4.712389, 74.927550, 80.959382, 4.693286, -3.544810, 32.833083, 0.000000, 0.000000, -41.488616, 92.057816, 4.621809, -42.570431, 74.078307, -0.091516, 
5.280000, -0.000000, 17.600000, 4.712389, 75.128928, 82.935531, 4.722463, -3.544810, 32.833083, 0.000000, 0.000000, -42.714883, 91.704277, 4.628308, -43.819718, 75.326910, -0.083033, 
5.300000, -0.000000, 16.000000, 4.712389, 80.240461, 77.671467, 4.754075, -3.544810, 32.833083, 0.000000, 0.000000, -43.950687, 91.353231, 4.626909, -45.071097, 76.578043, -0.081514, 
5.320000, -0.000000, 14.400000, 4.712389, 79.739195, 76.809087, 4.714267, -3.544810, 32.833083, 0.000000, 0.000000, -45.198565, 91.017759, 4.628084, -46.329667, 77.844313, -0.083821, 
5.340000, -0.000000, 12.800000, 4.712389, 78.971039, 81.500402, 4.732081, -3.544810, 32.833083, 0.000000, 0.000000, -46.464019, 90.645233, 4.630977, -47.612666, 79.072449, -0.079593, 
5.360000, -0.000000, 11.200000, 4.712389, 80.069666, 83.442654, 4.724706, -3.544810, 32.833083, 0.000000, 0.000000, -47.742673, 90.242502, 4.636008, -48.908365, 80.269720, -0.075589, 
5.380000, -0.000000, 9.600000, 4.712389, 78.175626, 77.669491, 4.727008, -3.544810, 32.833083, 0.000000, 0.000000, -49.026053, 89.915719, 4.636318, -50.203464, 81.542412, -0.075047, 
5.400000, -0.000000, 8.000000, 4.712389, 85.505150, 78.643885, 4.716744, -3.544810, 32.833083, 0.000000, 0.000000, -50.326538, 89.505542, 4.630807, -51.507520, 82.731036, -0.080857, 
5.420000, -0.000000, 6.400000, 4.712389, 81.012980, 80.471598, 4.662115, -3.544810, 32.833083, 0.000000, 0.000000, -51.637950, 89.121466, 4.631016, -52.822685, 83.945041, -0.085313, 
5.440000, -0.000000, 4.800000, 4.712389, 80.225780, 82.278078, 4.766296, -3.544810, 32.833083, 0.000000, 0.000000, -52.961153, 88.725913, 4.629031, -54.164538, 85.147554, -0.078049, 
5.460000, -0.000000, 3.200000, 4.712389, 80.610745, 80.017278, 4.710440, -3.544810, 32.833083, 0.000000, 0.000000, -54.289779, 88.346164, 4.633775, -55.500460, 86.364915, -0.078501, 
5.480000, -0.000000, 1.600000, 4.712389, 77.019923, 83.948764, 4.731384, -3.544810, 32.833083, 0.000000, 0.000000, -55.626693, 87.960185, 4.640486, -56.855987, 87.576166, -0.070539, 
5.500000, -0.000000, 0.000000, 4.712389, 84.005147, 79.890014, 4.700890, -3.544810, 32.833083, 0.000000, 0.000000, -56.971501, 87.541291, 4.637931, -58.200068, 88.752903, -0.075414, 
